idSatker,idKldi,kldi,historical_display_name,historical_name_variant_count,historical_name_variants,current_name_authority,current_name_status,historical_governed_package_count,historical_governed_total_pagu,historical_demand_families,historical_semantic_states,first_observed_package_id,last_observed_package_id,taxonomy_version,taxonomy_sha256,printing_resolver_version,historical_only,current_opportunity_authority,contact_authority,outreach_authority,email_send_authority
80643,K10,Kementerian Keuangan,KANWIL DITJEN PERBENDAHARAAN PROVINSI KEPULAUAN RIAU,1,"[{""name"":""KANWIL DITJEN PERBENDAHARAAN PROVINSI KEPULAUAN RIAU"",""count"":1,""first_observed_package_id"":66260795,""last_observed_package_id"":66260795}]",False,NOT_CURRENTLY_VERIFIED,1,30062000.0,"[""CCTV"",""COMPUTING"",""POWER"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION""]",66260795,66260795,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
80699,D448,Kab. Minahasa Utara,Kecamatan Kalawat,1,"[{""name"":""Kecamatan Kalawat"",""count"":1,""first_observed_package_id"":63330917,""last_observed_package_id"":63330917}]",False,NOT_CURRENTLY_VERIFIED,1,3000000.0,"[""CAMERA""]","[""PURCHASE_EXPLICIT""]",63330917,63330917,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
80702,D23,Kab. Aceh Tenggara,Rumah Sakit Umum H. Sahudin Kutacane,1,"[{""name"":""Rumah Sakit Umum H. Sahudin Kutacane"",""count"":1,""first_observed_package_id"":66030181,""last_observed_package_id"":66030181}]",False,NOT_CURRENTLY_VERIFIED,1,130000000.0,"[""MEDICAL_MONITOR""]","[""PRODUCT_ONLY_UNCONTRADICTED""]",66030181,66030181,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
80747,D94,Kab. Bungo,Badan Penanggulangan Bencana Daerah Kesatuan Bangsa dan Politik Kab. Bungo,1,"[{""name"":""Badan Penanggulangan Bencana Daerah Kesatuan Bangsa dan Politik Kab. Bungo"",""count"":3,""first_observed_package_id"":65506106,""last_observed_package_id"":65639843}]",False,NOT_CURRENTLY_VERIFIED,3,18990000.0,"[""COMPUTING"",""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE"",""PRODUCT_ONLY_UNCONTRADICTED""]",65506106,65639843,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
80753,D13,Kab. Pidie Jaya,Dinas Kependudukan dan Pencatatan Sipil,1,"[{""name"":""Dinas Kependudukan dan Pencatatan Sipil"",""count"":1,""first_observed_package_id"":66099460,""last_observed_package_id"":66099460}]",False,NOT_CURRENTLY_VERIFIED,1,25000000.0,"[""PRINTING_HARDWARE""]","[""PURCHASE_EXPLICIT""]",66099460,66099460,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
80773,D13,Kab. Pidie Jaya,Inspektorat,1,"[{""name"":""Inspektorat"",""count"":1,""first_observed_package_id"":66647906,""last_observed_package_id"":66647906}]",False,NOT_CURRENTLY_VERIFIED,1,132000000.0,"[""COMPUTING""]","[""PURCHASE_EXPLICIT""]",66647906,66647906,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
80787,D13,Kab. Pidie Jaya,Badan Kepegawaian dan Pengembangan SDM,1,"[{""name"":""Badan Kepegawaian dan Pengembangan SDM"",""count"":2,""first_observed_package_id"":66125890,""last_observed_package_id"":66126127}]",False,NOT_CURRENTLY_VERIFIED,2,24993756.0,"[""COMPUTING"",""PRINTING_HARDWARE""]","[""PRODUCT_ONLY_UNCONTRADICTED""]",66125890,66126127,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
80856,D185,Kab. Pasuruan,KECAMATAN PASREPAN,1,"[{""name"":""KECAMATAN PASREPAN"",""count"":3,""first_observed_package_id"":64238625,""last_observed_package_id"":64618040}]",False,NOT_CURRENTLY_VERIFIED,3,23800000.0,"[""COMPUTING"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION"",""PURCHASE_EXPLICIT""]",64238625,64618040,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
80863,D431,Kab. Sigi,Badan Penanggulangan Bencana Daerah,1,"[{""name"":""Badan Penanggulangan Bencana Daerah"",""count"":2,""first_observed_package_id"":64292186,""last_observed_package_id"":64292188}]",False,NOT_CURRENTLY_VERIFIED,2,20815000.0,"[""DISPLAY"",""POWER""]","[""PRODUCT_ONLY_UNCONTRADICTED""]",64292186,64292188,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
80937,D431,Kab. Sigi,Dinas Peternakan dan Kesehatan Hewan,1,"[{""name"":""Dinas Peternakan dan Kesehatan Hewan"",""count"":2,""first_observed_package_id"":64753707,""last_observed_package_id"":64754151}]",False,NOT_CURRENTLY_VERIFIED,2,8690000.0,"[""COMPUTING"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION"",""PURCHASE_EXPLICIT""]",64753707,64754151,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81019,D540,Kab. Musi Rawas Utara,Dinas Pekerjaan Umum dan Penataan Ruang,1,"[{""name"":""Dinas Pekerjaan Umum dan Penataan Ruang"",""count"":1,""first_observed_package_id"":64046124,""last_observed_package_id"":64046124}]",False,NOT_CURRENTLY_VERIFIED,1,3000000.0,"[""PRINTING_HARDWARE""]","[""PRODUCT_ONLY_UNCONTRADICTED""]",64046124,64046124,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81032,D94,Kab. Bungo,Kecamatan Muko-Muko Bathin VII,1,"[{""name"":""Kecamatan Muko-Muko Bathin VII"",""count"":1,""first_observed_package_id"":65867096,""last_observed_package_id"":65867096}]",False,NOT_CURRENTLY_VERIFIED,1,408000.0,"[""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE""]",65867096,65867096,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81035,D461,Kab. Minahasa,DINAS KESEHATAN,1,"[{""name"":""DINAS KESEHATAN"",""count"":1,""first_observed_package_id"":66363066,""last_observed_package_id"":66363066}]",False,NOT_CURRENTLY_VERIFIED,1,36419730.0,"[""COMPUTING""]","[""PURCHASE_EXPLICIT""]",66363066,66363066,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81049,D540,Kab. Musi Rawas Utara,Dinas Pendidikan,1,"[{""name"":""Dinas Pendidikan"",""count"":3,""first_observed_package_id"":63045690,""last_observed_package_id"":63075645}]",False,NOT_CURRENTLY_VERIFIED,3,34200000.0,"[""COMPUTING"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION"",""PURCHASE_EXPLICIT""]",63045690,63075645,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81143,D401,Kab. Sinjai,DINAS PENDIDIKAN,1,"[{""name"":""DINAS PENDIDIKAN"",""count"":1,""first_observed_package_id"":63365675,""last_observed_package_id"":63365675}]",False,NOT_CURRENTLY_VERIFIED,1,10382000.0,"[""COMPUTING""]","[""PURCHASE_EXPLICIT""]",63365675,63365675,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81151,D401,Kab. Sinjai,SEKRETARIAT DPRD,1,"[{""name"":""SEKRETARIAT DPRD"",""count"":2,""first_observed_package_id"":63325287,""last_observed_package_id"":63325321}]",False,NOT_CURRENTLY_VERIFIED,2,52980000.0,"[""COMPUTING"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION""]",63325287,63325321,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81217,D41,Kab. Belitung Timur,Dinas Perhubungan,1,"[{""name"":""Dinas Perhubungan"",""count"":2,""first_observed_package_id"":63614217,""last_observed_package_id"":63615080}]",False,NOT_CURRENTLY_VERIFIED,2,2972000.0,"[""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE""]",63614217,63615080,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81309,D200,Kota Singkawang,SATUAN POLISI PAMONG PRAJA,1,"[{""name"":""SATUAN POLISI PAMONG PRAJA"",""count"":1,""first_observed_package_id"":65833379,""last_observed_package_id"":65833379}]",False,NOT_CURRENTLY_VERIFIED,1,3450000.0,"[""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION""]",65833379,65833379,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81310,D200,Kota Singkawang,SEKRETARIAT DAERAH,1,"[{""name"":""SEKRETARIAT DAERAH"",""count"":5,""first_observed_package_id"":63572050,""last_observed_package_id"":63608864}]",False,NOT_CURRENTLY_VERIFIED,5,163265700.0,"[""COMPUTING"",""DISPLAY"",""OFFICE_APPLIANCE"",""PRINTING_HARDWARE""]","[""PRODUCT_ONLY_UNCONTRADICTED"",""PURCHASE_EXPLICIT""]",63572050,63608864,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81321,D200,Kota Singkawang,"DINAS PERTANIAN, KETAHANAN PANGAN DAN PERIKANAN",1,"[{""name"":""DINAS PERTANIAN, KETAHANAN PANGAN DAN PERIKANAN"",""count"":7,""first_observed_package_id"":64599862,""last_observed_package_id"":67002842}]",False,NOT_CURRENTLY_VERIFIED,7,93733410.0,"[""COMPUTING"",""PRINTING_CONSUMABLES"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION"",""PARTS_CONSUMABLE"",""PURCHASE_EXPLICIT""]",64599862,67002842,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81453,D185,Kab. Pasuruan,KECAMATAN PRIGEN,1,"[{""name"":""KECAMATAN PRIGEN"",""count"":2,""first_observed_package_id"":64073914,""last_observed_package_id"":64073915}]",False,NOT_CURRENTLY_VERIFIED,2,2200000.0,"[""COMPUTING"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION""]",64073914,64073915,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81480,D185,Kab. Pasuruan,KECAMATAN BEJI,1,"[{""name"":""KECAMATAN BEJI"",""count"":1,""first_observed_package_id"":63839937,""last_observed_package_id"":63839937}]",False,NOT_CURRENTLY_VERIFIED,1,1500000.0,"[""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION""]",63839937,63839937,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81489,D377,Kota Pekanbaru,Badan Pengelola Keuangan dan Aset Daerah,1,"[{""name"":""Badan Pengelola Keuangan dan Aset Daerah"",""count"":17,""first_observed_package_id"":66087217,""last_observed_package_id"":66684462}]",False,NOT_CURRENTLY_VERIFIED,17,543929580.0,"[""COMPUTING"",""NETWORKING"",""PRINTING_CONSUMABLES"",""PRINTING_HARDWARE"",""SERVER""]","[""MAINTENANCE_CALIBRATION"",""PARTS_CONSUMABLE"",""PRODUCT_ONLY_UNCONTRADICTED"",""PURCHASE_EXPLICIT"",""RENTAL_SUBSCRIPTION_LICENSE""]",66087217,66684462,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81637,D503,Kab. Asahan,"Dinas Pengendalian Penduduk, Keluarga Berencana, Pemberdayaan Perempuan dan Perlindungan Anak",1,"[{""name"":""Dinas Pengendalian Penduduk, Keluarga Berencana, Pemberdayaan Perempuan dan Perlindungan Anak"",""count"":17,""first_observed_package_id"":64735353,""last_observed_package_id"":65159077}]",False,NOT_CURRENTLY_VERIFIED,17,14020000.0,"[""PRINTING_CONSUMABLES"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION"",""PARTS_CONSUMABLE""]",64735353,65159077,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81665,D9,Kab. Aceh Jaya,KECAMATAN PANGA,1,"[{""name"":""KECAMATAN PANGA"",""count"":1,""first_observed_package_id"":63862933,""last_observed_package_id"":63862933}]",False,NOT_CURRENTLY_VERIFIED,1,1974000.0,"[""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE""]",63862933,63862933,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81794,D326,Kab. Nagekeo,Kelurahan Danga,1,"[{""name"":""Kelurahan Danga"",""count"":1,""first_observed_package_id"":67094701,""last_observed_package_id"":67094701}]",False,NOT_CURRENTLY_VERIFIED,1,2236000.0,"[""PRINTING_HARDWARE""]","[""PURCHASE_EXPLICIT""]",67094701,67094701,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81804,D503,Kab. Asahan,Dinas Kesehatan,1,"[{""name"":""Dinas Kesehatan"",""count"":2,""first_observed_package_id"":65041502,""last_observed_package_id"":65046955}]",False,NOT_CURRENTLY_VERIFIED,2,2375000.0,"[""MEDICAL_LAB"",""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE"",""PRODUCT_ONLY_UNCONTRADICTED""]",65041502,65046955,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81819,D326,Kab. Nagekeo,"Badan Kepegawaian, Pendidikan dan Pelatihan",1,"[{""name"":""Badan Kepegawaian, Pendidikan dan Pelatihan"",""count"":1,""first_observed_package_id"":65098004,""last_observed_package_id"":65098004}]",False,NOT_CURRENTLY_VERIFIED,1,87020.0,"[""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE""]",65098004,65098004,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81822,D326,Kab. Nagekeo,Badan Penanggulangan Bencana Daerah,1,"[{""name"":""Badan Penanggulangan Bencana Daerah"",""count"":1,""first_observed_package_id"":65563735,""last_observed_package_id"":65563735}]",False,NOT_CURRENTLY_VERIFIED,1,2236000.0,"[""PRINTING_HARDWARE""]","[""PURCHASE_EXPLICIT""]",65563735,65563735,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81877,D326,Kab. Nagekeo,Kelurahan Nageoga,1,"[{""name"":""Kelurahan Nageoga"",""count"":1,""first_observed_package_id"":64713651,""last_observed_package_id"":64713651}]",False,NOT_CURRENTLY_VERIFIED,1,7766305.0,"[""COMPUTING""]","[""PRODUCT_ONLY_UNCONTRADICTED""]",64713651,64713651,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81883,D418,Kab. Jeneponto,DINAS PENDIDIKAN DAN KEBUDAYAAN,1,"[{""name"":""DINAS PENDIDIKAN DAN KEBUDAYAAN"",""count"":25,""first_observed_package_id"":64643336,""last_observed_package_id"":65301947}]",False,NOT_CURRENTLY_VERIFIED,25,21525000.0,"[""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE""]",64643336,65301947,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81926,D326,Kab. Nagekeo,Dinas Kelautan dan Perikanan,1,"[{""name"":""Dinas Kelautan dan Perikanan"",""count"":1,""first_observed_package_id"":64721621,""last_observed_package_id"":64721621}]",False,NOT_CURRENTLY_VERIFIED,1,3605000.0,"[""PRINTING_HARDWARE""]","[""PURCHASE_EXPLICIT""]",64721621,64721621,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81933,D326,Kab. Nagekeo,Badan Kesatuan Bangsa dan Politik,1,"[{""name"":""Badan Kesatuan Bangsa dan Politik"",""count"":2,""first_observed_package_id"":64593840,""last_observed_package_id"":64593980}]",False,NOT_CURRENTLY_VERIFIED,2,900000.0,"[""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE""]",64593840,64593980,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81937,D326,Kab. Nagekeo,Kecamatan Boawae,1,"[{""name"":""Kecamatan Boawae"",""count"":5,""first_observed_package_id"":65158105,""last_observed_package_id"":65160045}]",False,NOT_CURRENTLY_VERIFIED,5,4995000.0,"[""PRINTING_CONSUMABLES"",""PRINTING_HARDWARE""]","[""PARTS_CONSUMABLE"",""PRODUCT_ONLY_UNCONTRADICTED""]",65158105,65160045,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81938,D326,Kab. Nagekeo,Kecamatan Aesesa Selatan,1,"[{""name"":""Kecamatan Aesesa Selatan"",""count"":1,""first_observed_package_id"":64936844,""last_observed_package_id"":64936844}]",False,NOT_CURRENTLY_VERIFIED,1,1420000.0,"[""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION""]",64936844,64936844,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81940,D326,Kab. Nagekeo,Kecamatan Aesesa,1,"[{""name"":""Kecamatan Aesesa"",""count"":1,""first_observed_package_id"":64692375,""last_observed_package_id"":64692375}]",False,NOT_CURRENTLY_VERIFIED,1,8450122.0,"[""PRINTING_HARDWARE""]","[""PRODUCT_ONLY_UNCONTRADICTED""]",64692375,64692375,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81942,D326,Kab. Nagekeo,Kecamatan Mauponggo,1,"[{""name"":""Kecamatan Mauponggo"",""count"":2,""first_observed_package_id"":64928958,""last_observed_package_id"":64929136}]",False,NOT_CURRENTLY_VERIFIED,2,4010200.0,"[""PRINTING_CONSUMABLES"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION"",""PARTS_CONSUMABLE""]",64928958,64929136,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81952,D326,Kab. Nagekeo,Kelurahan Mbay II,1,"[{""name"":""Kelurahan Mbay II"",""count"":1,""first_observed_package_id"":65191991,""last_observed_package_id"":65191991}]",False,NOT_CURRENTLY_VERIFIED,1,14000000.0,"[""PRINTING_HARDWARE""]","[""PRODUCT_ONLY_UNCONTRADICTED""]",65191991,65191991,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81964,D41,Kab. Belitung Timur,Badan Kepegawaian dan Pengembangan Sumber Daya Manusia,1,"[{""name"":""Badan Kepegawaian dan Pengembangan Sumber Daya Manusia"",""count"":2,""first_observed_package_id"":63876323,""last_observed_package_id"":66155021}]",False,NOT_CURRENTLY_VERIFIED,2,4263000.0,"[""PRINTING_CONSUMABLES"",""VIDEO_CONFERENCE_SOFTWARE_LICENSE""]","[""PARTS_CONSUMABLE"",""RENTAL_SUBSCRIPTION_LICENSE""]",63876323,66155021,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81965,D41,Kab. Belitung Timur,Dinas Lingkungan Hidup,1,"[{""name"":""Dinas Lingkungan Hidup"",""count"":2,""first_observed_package_id"":63532287,""last_observed_package_id"":63532288}]",False,NOT_CURRENTLY_VERIFIED,2,9170000.0,"[""COMPUTING"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION""]",63532287,63532288,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81968,D41,Kab. Belitung Timur,Dinas Perikanan,1,"[{""name"":""Dinas Perikanan"",""count"":4,""first_observed_package_id"":63962781,""last_observed_package_id"":63962784}]",False,NOT_CURRENTLY_VERIFIED,4,37700000.0,"[""AIR_CONDITIONING"",""CAMERA"",""COMPUTING"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION""]",63962781,63962784,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81971,D41,Kab. Belitung Timur,Sekretariat DPRD,1,"[{""name"":""Sekretariat DPRD"",""count"":1,""first_observed_package_id"":66359539,""last_observed_package_id"":66359539}]",False,NOT_CURRENTLY_VERIFIED,1,2500000.0,"[""VIDEO_CONFERENCE_SOFTWARE_LICENSE""]","[""RENTAL_SUBSCRIPTION_LICENSE""]",66359539,66359539,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81977,D41,Kab. Belitung Timur,Badan Pengelolaan Keuangan dan Pendapatan Daerah,1,"[{""name"":""Badan Pengelolaan Keuangan dan Pendapatan Daerah"",""count"":6,""first_observed_package_id"":63872907,""last_observed_package_id"":63882355}]",False,NOT_CURRENTLY_VERIFIED,6,26087100.0,"[""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE""]",63872907,63882355,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
81979,D41,Kab. Belitung Timur,Dinas Kependudukan dan Pencatatan Sipil,1,"[{""name"":""Dinas Kependudukan dan Pencatatan Sipil"",""count"":4,""first_observed_package_id"":66171047,""last_observed_package_id"":67048758}]",False,NOT_CURRENTLY_VERIFIED,4,180437500.0,"[""COMPUTING"",""PRINTING_CONSUMABLES"",""PRINTING_HARDWARE""]","[""MAINTENANCE_CALIBRATION"",""PARTS_CONSUMABLE"",""PURCHASE_EXPLICIT""]",66171047,67048758,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
82013,D418,Kab. Jeneponto,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,1,"[{""name"":""DINAS PEKERJAAN UMUM DAN PENATAAN RUANG"",""count"":1,""first_observed_package_id"":65023062,""last_observed_package_id"":65023062}]",False,NOT_CURRENTLY_VERIFIED,1,81850000.0,"[""COMPUTING"",""PRINTING_HARDWARE""]","[""PURCHASE_EXPLICIT""]",65023062,65023062,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
82024,D418,Kab. Jeneponto,DINAS PERPUSTAKAAN DAN KEARSIPAN,1,"[{""name"":""DINAS PERPUSTAKAAN DAN KEARSIPAN"",""count"":9,""first_observed_package_id"":66234790,""last_observed_package_id"":66235309}]",False,NOT_CURRENTLY_VERIFIED,9,3645000.0,"[""PRINTING_CONSUMABLES""]","[""PARTS_CONSUMABLE""]",66234790,66235309,DEMAND_TAXONOMY_V1_CANDIDATE_FINAL_R2_2_2026-08-14,3864ef756fc96aa5e0454335f0ac38154d3a3417a6e5300b781ed550f657ffe0,V6.7.8,True,False,False,False,False
