nama_lpse,instansi,kategori_instansi,provinsi,kabupaten_kota,official_lpse_url,domain,https,aktif,dapat_diakses,menggunakan_spse,versi_spse,portal_induk,tanggal_pengecekan,source_url,source_page,source_page_number,source_filter_provinsi,source_note,province_mentioned_in_name,province_mismatch_suspected,missing_official_url,missing_domain,missing_spse_version,inactive_or_inaccessible,quality_flag_count,quality_flags
LPSE Provinsi Papua Tengah,LPSE Provinsi Papua Tengah,Pemerintah Provinsi,Papua Selatan,,,,,False,,True,,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/1164/lpse-provinsi-papua-tengah,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/1164/lpse-provinsi-papua-tengah,Papua Tengah,True,True,True,True,True,5,"['province_mismatch_suspected', 'missing_official_url', 'missing_domain', 'missing_spse_version', 'inactive_or_inaccessible']"
Prov Papua Tengah,Prov Papua Tengah,,Papua Selatan,,,,,False,,True,,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/1165/prov-papua-tengah,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/1165/prov-papua-tengah,Papua Tengah,True,True,True,True,True,5,"['province_mismatch_suspected', 'missing_official_url', 'missing_domain', 'missing_spse_version', 'inactive_or_inaccessible']"
LPSE Kota Surabaya,LPSE Kota Surabaya,Pemerintah Kota,Jawa Timur,LPSE Kota Surabaya,https://spse.inaproc.id/surabaya,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/10/lpse-kota-surabaya,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/10/lpse-kota-surabaya,,False,False,False,False,False,0,[]
LPSE Kementerian Keuangan,LPSE Kementerian Keuangan,Kementerian,DKI Jakarta,,https://spse.inaproc.id/kemenkeu,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/11/lpse-kementerian-keuangan,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/11/lpse-kementerian-keuangan,,False,False,False,False,False,0,[]
LPSE Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,LPSE Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Kementerian,DKI Jakarta,,https://lpse.kemenkeu.go.id/eproc4,lpse.kemenkeu.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/1118/lpse-kementerian-koordinator-bidang-pembangunan-manusia-dan-kebudayaan,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/1118/lpse-kementerian-koordinator-bidang-pembangunan-manusia-dan-kebudayaan,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kementerian Badan Usaha Milik Negara,LPSE Kementerian Badan Usaha Milik Negara,Kementerian,DKI Jakarta,,https://lpse.kemenkeu.go.id/eproc4,lpse.kemenkeu.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/1119/lpse-kementerian-badan-usaha-milik-negara,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/1119/lpse-kementerian-badan-usaha-milik-negara,,False,False,False,False,True,1,['inactive_or_inaccessible']
Komisi Pemberantasan Korupsi,Komisi Pemberantasan Korupsi,,DKI Jakarta,,https://spse.inaproc.id/kemenkeu,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/1123/komisi-pemberantasan-korupsi,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/1123/komisi-pemberantasan-korupsi,,False,False,False,False,False,0,[]
Pusat Pelaporan dan Analisis Transaksi Keuangan,Pusat Pelaporan dan Analisis Transaksi Keuangan,,DKI Jakarta,,https://spse.inaproc.id/kemenkeu,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/1125/pusat-pelaporan-dan-analisis-transaksi-keuangan,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/1125/pusat-pelaporan-dan-analisis-transaksi-keuangan,,False,False,False,False,False,0,[]
Lembaga Administrasi Negara,Lembaga Administrasi Negara,Lembaga,DKI Jakarta,,https://spse.inaproc.id/kemenkeu,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/1130/lembaga-administrasi-negara,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/1130/lembaga-administrasi-negara,,False,False,False,False,False,0,[]
Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Kementerian,DKI Jakarta,,https://spse.inaproc.id/kemenkeu,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:06+00:00,https://eproc.lkpp.go.id/lpse/index,http://eproc.lkpp.go.id/lpse/read/1153/kementerian-koordinator-bidang-pembangunan-manusia-dan-kebudayaan,1,,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/1153/kementerian-koordinator-bidang-pembangunan-manusia-dan-kebudayaan,,False,False,False,False,False,0,[]
LPSE Kota Banda Aceh,LPSE Kota Banda Aceh,Pemerintah Kota,Aceh,LPSE Kota Banda Aceh,https://spse.inaproc.id/bandaacehkota,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/20/lpse-kota-banda-aceh,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/20/lpse-kota-banda-aceh,Aceh,False,False,False,False,False,0,[]
LPSE Provinsi Aceh,LPSE Provinsi Aceh,Pemerintah Provinsi,Aceh,,https://spse.inaproc.id/acehprov,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/106/lpse-provinsi-aceh,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/106/lpse-provinsi-aceh,Aceh,False,False,False,False,False,0,[]
LPSE Kota Sabang,LPSE Kota Sabang,Pemerintah Kota,Aceh,LPSE Kota Sabang,https://spse.inaproc.id/sabangkota,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/151/lpse-kota-sabang,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/151/lpse-kota-sabang,,False,False,False,False,False,0,[]
LPSE Kabupaten Aceh Utara,LPSE Kabupaten Aceh Utara,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Utara,https://spse.inaproc.id/acehutara,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/189/lpse-kabupaten-aceh-utara,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/189/lpse-kabupaten-aceh-utara,Aceh,False,False,False,False,False,0,[]
LPSE Kota Lhokseumawe,LPSE Kota Lhokseumawe,Pemerintah Kota,Aceh,LPSE Kota Lhokseumawe,https://spse.inaproc.id/lhokseumawekota,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/261/lpse-kota-lhokseumawe,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/261/lpse-kota-lhokseumawe,,False,False,False,False,False,0,[]
LPSE Kabupaten Aceh Tengah,LPSE Kabupaten Aceh Tengah,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Tengah,https://spse.inaproc.id/acehtengahkab,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/296/lpse-kabupaten-aceh-tengah,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/296/lpse-kabupaten-aceh-tengah,Aceh,False,False,False,False,False,0,[]
LPSE Kabupaten Aceh Tenggara,LPSE Kabupaten Aceh Tenggara,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Tenggara,https://spse.inaproc.id/acehtenggarakab,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/330/lpse-kabupaten-aceh-tenggara,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/330/lpse-kabupaten-aceh-tenggara,Aceh,False,False,False,False,False,0,[]
LPSE Kota Langsa,LPSE Kota Langsa,Pemerintah Kota,Aceh,LPSE Kota Langsa,http://lpse.langsakota.go.id/eproc4,lpse.langsakota.go.id,False,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/370/lpse-kota-langsa,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/370/lpse-kota-langsa,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Simeulue,LPSE Kabupaten Simeulue,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Simeulue,http://lpse.simeuluekab.go.id/eproc4,lpse.simeuluekab.go.id,False,True,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/383/lpse-kabupaten-simeulue,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/383/lpse-kabupaten-simeulue,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Aceh Besar,LPSE Kabupaten Aceh Besar,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Besar,https://lpse.acehbesarkab.go.id/eproc4,lpse.acehbesarkab.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:07+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/1,http://eproc.lkpp.go.id/lpse/read/426/lpse-kabupaten-aceh-besar,1,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/426/lpse-kabupaten-aceh-besar,Aceh,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Aceh Selatan,LPSE Kabupaten Aceh Selatan,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Selatan,https://lpse.acehselatankab.go.id/eproc4,lpse.acehselatankab.go.id,True,True,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/460/lpse-kabupaten-aceh-selatan,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/460/lpse-kabupaten-aceh-selatan,Aceh,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Gayo Lues,LPSE Kabupaten Gayo Lues,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Gayo Lues,https://lpse.gayolueskab.go.id/eproc4,lpse.gayolueskab.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/497/lpse-kabupaten-gayo-lues,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/497/lpse-kabupaten-gayo-lues,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Aceh Barat,LPSE Kabupaten Aceh Barat,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Barat,https://lpse.acehbaratkab.go.id/eproc4/,lpse.acehbaratkab.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/498/lpse-kabupaten-aceh-barat,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/498/lpse-kabupaten-aceh-barat,Aceh,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Aceh Tamiang,LPSE Kabupaten Aceh Tamiang,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Tamiang,https://lpse.acehtamiangkab.go.id/eproc4,lpse.acehtamiangkab.go.id,True,True,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/505/lpse-kabupaten-aceh-tamiang,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/505/lpse-kabupaten-aceh-tamiang,Aceh,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Aceh Singkil,LPSE Kabupaten Aceh Singkil,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Singkil,https://lpse.acehsingkilkab.go.id/eproc4,lpse.acehsingkilkab.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/508/lpse-kabupaten-aceh-singkil,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/508/lpse-kabupaten-aceh-singkil,Aceh,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Bireuen,LPSE Kabupaten Bireuen,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Bireuen,http://lpse.bireuenkab.go.id/eproc4,lpse.bireuenkab.go.id,False,True,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/514/lpse-kabupaten-bireuen,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/514/lpse-kabupaten-bireuen,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Aceh Timur,LPSE Kabupaten Aceh Timur,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Timur,https://lpse.acehtimurkab.go.id/eproc4,lpse.acehtimurkab.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/517/lpse-kabupaten-aceh-timur,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/517/lpse-kabupaten-aceh-timur,Aceh,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Nagan Raya,LPSE Kabupaten Nagan Raya,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Nagan Raya,https://spse.inaproc.id/naganrayakab,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/548/lpse-kabupaten-nagan-raya,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/548/lpse-kabupaten-nagan-raya,,False,False,False,False,False,0,[]
LPSE Kota Subulussalam,LPSE Kota Subulussalam,Pemerintah Kota,Aceh,LPSE Kota Subulussalam,http://lpse.subulussalamkota.go.id/eproc4,lpse.subulussalamkota.go.id,False,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/550/lpse-kota-subulussalam,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/550/lpse-kota-subulussalam,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Pidie,LPSE Kabupaten Pidie,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Pidie,https://lpse.pidiekab.go.id/eproc4,lpse.pidiekab.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/2,http://eproc.lkpp.go.id/lpse/read/565/lpse-kabupaten-pidie,2,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/565/lpse-kabupaten-pidie,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Polda Aceh,LPSE Polda Aceh,,Aceh,,http://lpse.aceh.polri.go.id/eproc4,lpse.aceh.polri.go.id,False,False,False,True,4.5u20240814,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/3,http://eproc.lkpp.go.id/lpse/read/568/lpse-polda-aceh,3,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/568/lpse-polda-aceh,Aceh,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Bener Meriah,LPSE Kabupaten Bener Meriah,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Bener Meriah,https://lpse.benermeriahkab.go.id/eproc4,lpse.benermeriahkab.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/3,http://eproc.lkpp.go.id/lpse/read/592/lpse-kabupaten-bener-meriah,3,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/592/lpse-kabupaten-bener-meriah,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Pidie Jaya,LPSE Kabupaten Pidie Jaya,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Pidie Jaya,https://lpse.pidiejayakab.go.id/eproc4,lpse.pidiejayakab.go.id,True,True,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/3,http://eproc.lkpp.go.id/lpse/read/595/lpse-kabupaten-pidie-jaya,3,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/595/lpse-kabupaten-pidie-jaya,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Aceh Barat Daya,LPSE Kabupaten Aceh Barat Daya,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Barat Daya,https://lpse.acehbaratdayakab.go.id/eproc4,lpse.acehbaratdayakab.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/3,http://eproc.lkpp.go.id/lpse/read/625/lpse-kabupaten-aceh-barat-daya,3,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/625/lpse-kabupaten-aceh-barat-daya,Aceh,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Aceh Jaya,LPSE Kabupaten Aceh Jaya,Pemerintah Kabupaten,Aceh,LPSE Kabupaten Aceh Jaya,https://lpse.acehjayakab.go.id/eproc4,lpse.acehjayakab.go.id,True,True,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:08+00:00,https://eproc.lkpp.go.id/lpse/index/1/0/3,http://eproc.lkpp.go.id/lpse/read/628/lpse-kabupaten-aceh-jaya,3,Aceh,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/628/lpse-kabupaten-aceh-jaya,Aceh,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kota Denpasar,LPSE Kota Denpasar,Pemerintah Kota,Bali,LPSE Kota Denpasar,https://spse.inaproc.id/denpasarkota,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/17/lpse-kota-denpasar,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/17/lpse-kota-denpasar,,False,False,False,False,False,0,[]
LPSE Provinsi Bali,LPSE Provinsi Bali,Pemerintah Provinsi,Bali,,https://spse.inaproc.id/baliprov,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/33/lpse-provinsi-bali,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/33/lpse-provinsi-bali,Bali,False,False,False,False,False,0,[]
LPSE Kabupaten Badung,LPSE Kabupaten Badung,Pemerintah Kabupaten,Bali,LPSE Kabupaten Badung,https://spse.inaproc.id/badungkab,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/113/lpse-kabupaten-badung,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/113/lpse-kabupaten-badung,,False,False,False,False,False,0,[]
LPSE Kabupaten Jembrana,LPSE Kabupaten Jembrana,Pemerintah Kabupaten,Bali,LPSE Kabupaten Jembrana,https://spse.inaproc.id/jembranakab,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/167/lpse-kabupaten-jembrana,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/167/lpse-kabupaten-jembrana,,False,False,False,False,False,0,[]
LPSE Kabupaten Gianyar,LPSE Kabupaten Gianyar,Pemerintah Kabupaten,Bali,LPSE Kabupaten Gianyar,https://spse.inaproc.id/gianyarkab,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/350/lpse-kabupaten-gianyar,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/350/lpse-kabupaten-gianyar,,False,False,False,False,False,0,[]
LPSE Kabupaten Buleleng,LPSE Kabupaten Buleleng,Pemerintah Kabupaten,Bali,LPSE Kabupaten Buleleng,https://eproc.bulelengkab.go.id/eproc4,eproc.bulelengkab.go.id,True,False,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/358/lpse-kabupaten-buleleng,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/358/lpse-kabupaten-buleleng,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Klungkung,LPSE Kabupaten Klungkung,Pemerintah Kabupaten,Bali,LPSE Kabupaten Klungkung,https://spse.inaproc.id/klungkungkab,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/433/lpse-kabupaten-klungkung,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/433/lpse-kabupaten-klungkung,,False,False,False,False,False,0,[]
LPSE Kabupaten Tabanan,LPSE Kabupaten Tabanan,Pemerintah Kabupaten,Bali,LPSE Kabupaten Tabanan,https://lpse.tabanankab.go.id/eproc4,lpse.tabanankab.go.id,True,True,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/504/lpse-kabupaten-tabanan,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/504/lpse-kabupaten-tabanan,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Karangasem,LPSE Kabupaten Karangasem,Pemerintah Kabupaten,Bali,LPSE Kabupaten Karangasem,http://lpse.karangasemkab.go.id/eproc4,lpse.karangasemkab.go.id,False,True,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/513/lpse-kabupaten-karangasem,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/513/lpse-kabupaten-karangasem,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kabupaten Bangli,LPSE Kabupaten Bangli,Pemerintah Kabupaten,Bali,LPSE Kabupaten Bangli,https://lpse.banglikab.go.id/eproc4,lpse.banglikab.go.id,True,True,False,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:09+00:00,https://eproc.lkpp.go.id/lpse/index/17/0/1,http://eproc.lkpp.go.id/lpse/read/553/lpse-kabupaten-bangli,1,Bali,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/553/lpse-kabupaten-bangli,,False,False,False,False,True,1,['inactive_or_inaccessible']
LPSE Kota Tangerang,LPSE Kota Tangerang,Pemerintah Kota,Banten,LPSE Kota Tangerang,https://spse.inaproc.id/tangerangkota,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:10+00:00,https://eproc.lkpp.go.id/lpse/index/16/0/1,http://eproc.lkpp.go.id/lpse/read/66/lpse-kota-tangerang,1,Banten,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/66/lpse-kota-tangerang,,False,False,False,False,False,0,[]
LPSE Kabupaten Lebak,LPSE Kabupaten Lebak,Pemerintah Kabupaten,Banten,LPSE Kabupaten Lebak,https://spse.inaproc.id/lebakkab,spse.inaproc.id,True,True,True,True,4.5u20240923,https://eproc.lkpp.go.id,2026-07-05T22:16:10+00:00,https://eproc.lkpp.go.id/lpse/index/16/0/1,http://eproc.lkpp.go.id/lpse/read/98/lpse-kabupaten-lebak,1,Banten,registry card from eProc index; detail_url=http://eproc.lkpp.go.id/lpse/read/98/lpse-kabupaten-lebak,,False,False,False,False,False,0,[]
